29.780407	.84505523	.75294041
42.17719	.64368206	.9612684
31.068047	.13424074	.32944315
29.736292	.17672245	.45363201
35.089661	.31886793	.36413717
35.151814	.9560486	.05631123
50.543877	.22658518	.03075015
59.631667	.89068826	.41479194
45.474658	.93259473	.06944243
39.639442	.08510503	.16454356
59.685904	.8113844	.15637365
79.889225	.99443124	.3453018
52.004238	.35272314	.63817392
58.108251	.4840603	.4049941
118.82917	.7421301	.17793533
108.82288	.37277431	.09289318
114.38362	.0351575	.3005427
106.7151	.15266311	.58030545
133.98153	.32169685	.82330734
122.80634	.11750783	.3085478
22.994323	.35968487	.7074094
49.286381	.69759835	.51459449
63.606861	.79224132	.46117856
78.889173	.44617012	.04213307
96.495419	.97074786	.39004383
103.23447	.51071352	.03005953
104.71889	.48609896	.66929746
133.57449	.05341272	.69937296
161.96454	.24633288	.07106828
168.53301	.75592653	.27117206
182.87917	.62749674	.95009436
202.78428	.74802555	.24073936
203.83708	.98769629	.5693157
225.29648	.58993676	.21149376
264.7062	.50637582	.20753992
266.08271	.21728289	.09843707
295.33122	.57407349	.52527867
288.23491	.78191488	.59902931
318.89125	.83021552	.79028664
337.01053	.24107067	.21226782
15.814902	.85496366	.65419437
11.16061	.14261648	.75321319
43.121422	.759887	.80828982
29.7671	.93354342	.17405125
17.005351	.71597823	.52390121
1.2043733	.12805138	.0078758
28.580984	.122318	.52899974
54.191554	.60531038	.347874
57.715817	.98359658	.23440412
68.856706	.90447715	.28269844
64.965145	.26103618	.85277202
36.725991	.59673101	.52614731
50.021901	.3340151	.51500513
73.919776	.44550347	.08234759
107.64086	.6449255	.08824072
122.11008	.34167404	.79769697
114.2	.84414	.72894742
116.25662	.62830878	.97565719
125.14703	.20018449	.05752471
125.80354	.38096354	.62020632
32.623031	.52351223	.89701051
64.513623	.67537613	.52689282
67.325489	.28125893	.29877234
88.5226	.7534345	.40673298
103.34117	.70156022	.09559859
112.41847	.09602485	.94589923
148.55355	.10198849	.5066798
171.13304	.34397154	.91302469
176.21183	.82000126	.48625446
213.10864	.92464576	.88771777
222.86152	.75815227	.76111569
262.67787	.87908158	.99432591
260.11323	.85414501	.51288995
266.70967	.17044836	.53182487
286.81556	.58471732	.89533366
299.6403	.35069356	.07107016
307.2649	.73865133	.34445056
295.03357	.02897083	.15688357
306.92506	.17296183	.70314955
349.46312	.13388894	.86458372
31.338216	.9802295	.52913005
